LABEL,SENSOR_A,SENSOR_B,TIME,container_id
NOISE,66,3,2015-03-31T07:36:00.931093,466
UNLOAD_SHIP,-310,-61,2015-04-02T21:51:49.770983,466
LOAD_TRAIN,135,49,2015-04-06T00:02:44.137830,466
DEPART_TRAIN,-15,-97,2015-04-06T22:10:09.664392,466
UNLOAD_SHIP,-251,25,2015-02-23T02:27:53.462601,467
NOISE,63,14,2015-02-25T12:45:13.462601,467
LOAD_TRAIN,63,38,2015-02-26T04:45:35.240282,467
DEPART_TRAIN,31,102,2015-02-27T03:25:11.484531,467
UNLOAD_SHIP,-228,-32,2015-05-22T09:58:55.987195,468
LOAD_TRAIN,131,-47,2015-05-25T13:47:43.196611,468
NOISE,44,-17,2015-05-25T22:23:26.196611,468
DEPART_TRAIN,29,126,2015-05-26T07:45:03.816040,468
NOISE,20,25,2015-05-26T12:08:08.816040,468
NOISE,32,-70,2015-09-12T08:04:03.212220,469
UNLOAD_SHIP,-199,8,2015-09-13T09:26:01.182882,469
LOAD_TRAIN,68,-44,2015-09-16T10:23:16.687372,469
DEPART_TRAIN,36,-129,2015-09-17T14:46:38.804879,469
UNLOAD_SHIP,-237,28,2015-02-23T06:21:36.182934,470
LOAD_TRAIN,111,-9,2015-02-26T02:18:18.436431,470
NOISE,59,14,2015-02-26T09:12:37.436431,470
DEPART_TRAIN,23,-102,2015-02-27T03:28:57.976636,470
NOISE,82,26,2015-02-27T18:22:41.976636,470
UNLOAD_SHIP,-186,37,2015-07-23T11:58:06.514722,471
NOISE,62,-6,2015-07-23T14:39:07.514722,471
LOAD_TRAIN,85,48,2015-07-26T08:38:53.682529,471
NOISE,107,100,2015-07-26T15:19:30.682529,471
DEPART_TRAIN,11,-65,2015-07-27T04:34:53.627432,471
NOISE,118,109,2015-07-27T18:45:50.627432,471
UNLOAD_SHIP,-149,-13,2015-07-02T14:13:21.271412,472
LOAD_TRAIN,139,-33,2015-07-05T15:31:04.378818,472
NOISE,70,-31,2015-07-05T18:48:04.378818,472
DEPART_TRAIN,26,-93,2015-07-06T09:11:01.747840,472
NOISE,49,-15,2015-07-06T12:38:15.747840,472
UNLOAD_SHIP,-270,-2,2015-02-03T04:49:39.282959,473
NOISE,23,99,2015-02-04T04:39:45.282959,473
LOAD_TRAIN,82,19,2015-02-05T23:12:57.495376,473
NOISE,86,-64,2015-02-06T22:41:36.495376,473
DEPART_TRAIN,-19,-104,2015-02-07T04:20:36.112350,473
NOISE,87,35,2015-02-07T07:33:40.112350,473
NOISE,56,22,2015-05-12T10:26:58.538905,474
NOISE,104,68,2015-05-12T19:19:04.538905,474
NOISE,83,-39,2015-05-13T05:38:59.538905,474
UNLOAD_SHIP,-195,-25,2015-05-13T09:59:33.717197,474
LOAD_TRAIN,95,-39,2015-05-16T14:37:59.523002,474
NOISE,23,-26,2015-05-17T00:57:53.523002,474
DEPART_TRAIN,-17,-117,2015-05-17T11:39:39.446398,474
NOISE,2,-1,2015-05-17T11:45:06.446398,474
NOISE,69,46,2015-05-16T04:34:09.499644,475
UNLOAD_SHIP,-175,-58,2015-05-18T08:28:30.441254,475
LOAD_TRAIN,67,-22,2015-05-21T14:29:07.176257,475
DEPART_TRAIN,-27,56,2015-05-22T10:21:43.767231,475
UNLOAD_SHIP,-245,21,2015-09-28T11:24:59.738693,476
NOISE,87,-115,2015-09-30T04:33:23.738693,476
LOAD_TRAIN,130,-50,2015-10-01T12:27:58.057186,476
DEPART_TRAIN,-22,-125,2015-10-02T14:44:25.645870,476
UNLOAD_SHIP,-278,50,2015-03-11T12:20:38.436333,477
LOAD_TRAIN,61,30,2015-03-14T05:30:51.794309,477
DEPART_TRAIN,37,-135,2015-03-14T23:58:41.005458,477
UNLOAD_SHIP,-280,-12,2015-12-09T09:04:32.042423,478
NOISE,7,-23,2015-12-12T06:47:57.042423,478
LOAD_TRAIN,101,-34,2015-12-12T15:44:36.218461,478
NOISE,119,-5,2015-12-12T18:26:10.218461,478
DEPART_TRAIN,-15,-129,2015-12-13T10:11:21.605212,478
NOISE,70,57,2015-12-13T17:02:38.605212,478
UNLOAD_SHIP,-151,58,2015-09-03T01:47:28.102371,479
NOISE,2,30,2015-09-05T11:20:02.102371,479
LOAD_TRAIN,106,-6,2015-09-05T23:45:44.284819,479
DEPART_TRAIN,-35,-77,2015-09-07T04:38:58.287481,479
UNLOAD_SHIP,-189,9,2015-08-03T20:58:59.669961,480
NOISE,118,89,2015-08-04T10:48:05.669961,480
LOAD_TRAIN,126,47,2015-08-06T22:28:14.139319,480
DEPART_TRAIN,20,-73,2015-08-07T22:13:41.703316,480
NOISE,53,-73,2015-12-22T12:57:51.436040,481
UNLOAD_SHIP,-238,0,2015-12-23T00:16:39.124854,481
LOAD_TRAIN,134,46,2015-12-26T00:33:33.461892,481
DEPART_TRAIN,-1,-97,2015-12-26T18:48:15.670995,481
NOISE,86,117,2015-01-01T22:44:01.394223,482
UNLOAD_SHIP,-267,33,2015-01-02T13:41:01.922751,482
LOAD_TRAIN,69,-30,2015-01-05T15:25:37.690850,482
DEPART_TRAIN,3,56,2015-01-06T13:58:14.820598,482
UNLOAD_SHIP,-280,-13,2015-06-08T11:06:18.732542,483
LOAD_TRAIN,79,-35,2015-06-11T16:22:37.337861,483
DEPART_TRAIN,28,60,2015-06-12T11:00:12.929979,483
UNLOAD_SHIP,-244,0,2015-03-04T11:31:24.022289,484
NOISE,117,35,2015-03-05T21:24:59.022289,484
LOAD_TRAIN,96,-40,2015-03-07T10:53:05.435542,484
DEPART_TRAIN,-4,-82,2015-03-08T07:02:38.876845,484
NOISE,71,-46,2015-05-05T16:00:22.794752,485
NOISE,105,24,2015-05-06T10:39:49.794752,485
UNLOAD_SHIP,-162,-27,2015-05-06T20:55:15.457395,485
LOAD_TRAIN,67,-5,2015-05-09T19:39:50.176767,485
DEPART_TRAIN,-7,-130,2015-05-10T21:51:32.785759,485
NOISE,36,-17,2015-09-16T02:15:15.268475,486
NOISE,85,-40,2015-09-16T09:06:37.268475,486
UNLOAD_SHIP,-145,30,2015-09-17T01:57:03.592160,486
LOAD_TRAIN,70,-11,2015-09-19T19:21:09.100316,486
NOISE,4,-99,2015-09-20T04:57:20.100316,486
DEPART_TRAIN,-34,-73,2015-09-21T02:12:09.849819,486
NOISE,21,27,2015-09-22T02:19:02.849819,486
UNLOAD_SHIP,-304,-40,2015-06-26T20:37:37.314361,487
LOAD_TRAIN,78,-28,2015-06-30T01:46:55.560290,487
NOISE,86,-116,2015-06-30T04:31:08.560290,487
DEPART_TRAIN,-9,-90,2015-07-01T07:51:53.591502,487
NOISE,118,-36,2015-07-01T13:52:52.591502,487
UNLOAD_SHIP,-232,-26,2015-08-11T00:50:55.179679,488
NOISE,20,-59,2015-08-11T20:56:45.179679,488
LOAD_TRAIN,107,11,2015-08-14T07:58:29.538962,488
NOISE,101,102,2015-08-15T00:24:23.538962,488
NOISE,52,100,2015-08-15T11:54:26.538962,488
DEPART_TRAIN,20,-70,2015-08-15T14:43:28.735420,488
NOISE,95,-70,2015-08-15T15:26:09.735420,488
NOISE,4,-92,2015-08-15T15:27:48.735420,488
UNLOAD_SHIP,-163,-30,2015-11-26T03:02:18.832934,489
LOAD_TRAIN,135,13,2015-11-28T22:33:23.528669,489
NOISE,22,98,2015-11-29T03:11:08.528669,489
NOISE,7,38,2015-11-29T07:36:24.528669,489
DEPART_TRAIN,29,-65,2015-11-29T21:21:18.156543,489
NOISE,112,49,2015-11-30T02:44:07.156543,489
NOISE,9,30,2015-11-30T13:35:58.156543,489
UNLOAD_SHIP,-189,34,2015-10-05T07:07:21.341158,490
LOAD_TRAIN,72,47,2015-10-08T12:06:20.162549,490
DEPART_TRAIN,8,-121,2015-10-09T10:36:49.480258,490
NOISE,106,-89,2015-09-04T14:12:03.245201,491
UNLOAD_SHIP,-267,-33,2015-09-05T16:58:28.009966,491
LOAD_TRAIN,131,3,2015-09-08T16:29:49.636500,491
NOISE,46,-29,2015-09-09T09:22:37.636500,491
DEPART_TRAIN,31,80,2015-09-09T10:45:03.800669,491
NOISE,74,-44,2015-09-10T01:02:33.800669,491
UNLOAD_SHIP,-232,50,2015-11-08T15:36:50.867324,492
LOAD_TRAIN,85,18,2015-11-11T11:55:06.972101,492
DEPART_TRAIN,28,-138,2015-11-12T15:52:29.564719,492
UNLOAD_SHIP,-202,-51,2015-12-05T14:08:30.607988,493
NOISE,101,112,2015-12-08T07:31:35.607988,493
LOAD_TRAIN,98,-5,2015-12-08T11:23:14.671978,493
DEPART_TRAIN,-14,86,2015-12-09T12:01:06.634292,493
UNLOAD_SHIP,-231,-52,2015-08-25T19:34:54.570383,494
LOAD_TRAIN,140,46,2015-08-29T00:34:04.145305,494
NOISE,51,116,2015-08-29T07:33:56.145305,494
DEPART_TRAIN,40,-58,2015-08-29T18:29:51.992508,494
NOISE,77,-95,2015-08-29T20:44:39.992508,494
UNLOAD_SHIP,-136,1,2015-01-06T10:48:59.849987,495
NOISE,75,2,2015-01-08T20:50:13.849987,495
LOAD_TRAIN,131,7,2015-01-09T05:54:04.347460,495
NOISE,20,-113,2015-01-09T13:28:58.347460,495
NOISE,50,51,2015-01-09T19:31:29.347460,495
DEPART_TRAIN,40,-92,2015-01-09T23:44:16.291191,495
NOISE,14,57,2015-01-10T08:00:19.291191,495
NOISE,12,97,2015-01-11T06:33:51.291191,495
UNLOAD_SHIP,-296,-46,2015-07-08T10:29:11.917697,496
NOISE,93,47,2015-07-09T07:07:02.917697,496
LOAD_TRAIN,134,41,2015-07-11T09:19:27.520010,496
NOISE,88,95,2015-07-11T18:15:30.520010,496
DEPART_TRAIN,38,-125,2015-07-12T14:20:58.213420,496
NOISE,69,-108,2015-07-14T03:09:54.213420,496
UNLOAD_SHIP,-171,-14,2015-09-04T00:32:24.060603,497
NOISE,63,75,2015-09-04T13:13:50.060603,497
NOISE,104,60,2015-09-05T08:43:34.060603,497
NOISE,1,-50,2015-09-05T22:28:36.060603,497
LOAD_TRAIN,97,20,2015-09-07T05:48:45.721835,497
DEPART_TRAIN,-29,-97,2015-09-08T08:09:07.677297,497
UNLOAD_SHIP,-208,39,2015-10-12T03:43:07.399653,498
LOAD_TRAIN,107,35,2015-10-14T23:53:33.825301,498
DEPART_TRAIN,-31,105,2015-10-16T04:11:52.423419,498
UNLOAD_SHIP,-135,-61,2015-04-26T12:14:53.654317,499
NOISE,93,43,2015-04-26T23:54:56.654317,499
LOAD_TRAIN,66,-20,2015-04-29T10:32:30.931795,499
DEPART_TRAIN,-22,-105,2015-04-30T05:45:37.039658,499
UNLOAD_SHIP,-275,51,2015-08-18T16:29:25.489956,500
LOAD_TRAIN,71,28,2015-08-21T21:38:36.324893,500
NOISE,69,99,2015-08-21T23:09:02.324893,500
DEPART_TRAIN,27,119,2015-08-22T16:38:09.228325,500
NOISE,1,116,2015-08-23T01:32:08.228325,500
UNLOAD_SHIP,-293,-42,2015-06-26T21:29:33.999534,501
LOAD_TRAIN,93,36,2015-06-30T04:33:08.015170,501
DEPART_TRAIN,34,-71,2015-06-30T22:20:42.786057,501
UNLOAD_SHIP,-183,8,2015-03-18T18:34:31.997555,502
LOAD_TRAIN,137,-8,2015-03-21T21:31:56.065736,502
DEPART_TRAIN,-21,-91,2015-03-22T20:42:41.483146,502
UNLOAD_SHIP,-244,-58,2015-07-12T06:53:59.354741,503
LOAD_TRAIN,72,-47,2015-07-15T05:03:58.970951,503
DEPART_TRAIN,6,-130,2015-07-16T01:10:26.068269,503
NOISE,53,-101,2015-11-30T08:19:18.841189,504
UNLOAD_SHIP,-146,-5,2015-12-01T16:50:13.267251,504
LOAD_TRAIN,69,-36,2015-12-04T20:11:59.570119,504
DEPART_TRAIN,10,-134,2015-12-05T16:23:55.919261,504
NOISE,11,-37,2015-03-10T23:31:15.405144,505
UNLOAD_SHIP,-256,-46,2015-03-12T03:30:11.045756,505
LOAD_TRAIN,130,-48,2015-03-15T09:37:59.228926,505
NOISE,11,-37,2015-03-15T15:21:41.228926,505
NOISE,15,-86,2015-03-15T17:02:23.228926,505
DEPART_TRAIN,-8,-72,2015-03-16T07:57:15.493370,505
NOISE,77,11,2015-03-17T00:42:00.493370,505
NOISE,51,12,2015-03-18T01:18:46.493370,505
NOISE,69,102,2015-08-04T20:34:10.306793,506
NOISE,101,21,2015-08-05T07:33:27.306793,506
UNLOAD_SHIP,-271,43,2015-08-05T13:10:17.643842,506
LOAD_TRAIN,118,42,2015-08-08T17:22:16.596661,506
DEPART_TRAIN,40,-109,2015-08-09T14:31:27.071670,506
NOISE,34,6,2015-11-28T12:49:53.217487,507
UNLOAD_SHIP,-286,-39,2015-11-29T09:30:41.070197,507
LOAD_TRAIN,108,-19,2015-12-02T15:21:34.379815,507
DEPART_TRAIN,34,-120,2015-12-03T14:15:31.634893,507
UNLOAD_SHIP,-184,56,2015-05-10T15:30:41.311640,508
NOISE,30,9,2015-05-12T16:47:22.311640,508
NOISE,18,-14,2015-05-12T17:08:52.311640,508
LOAD_TRAIN,100,-23,2015-05-13T19:25:06.798430,508
DEPART_TRAIN,14,107,2015-05-15T00:25:08.165471,508
UNLOAD_SHIP,-244,62,2015-04-06T20:45:09.676560,509
NOISE,112,-61,2015-04-08T21:53:21.676560,509
LOAD_TRAIN,130,-5,2015-04-10T02:53:21.404364,509
NOISE,98,-91,2015-04-10T09:43:07.404364,509
DEPART_TRAIN,33,-120,2015-04-11T04:21:48.336722,509
NOISE,12,91,2015-04-12T00:14:41.336722,509
NOISE,47,-33,2015-04-26T18:48:37.925242,510
NOISE,74,18,2015-04-27T11:35:12.925242,510
UNLOAD_SHIP,-192,59,2015-04-28T07:35:08.640620,510
NOISE,55,-81,2015-04-28T17:05:55.640620,510
LOAD_TRAIN,72,-45,2015-05-01T12:51:26.738167,510
DEPART_TRAIN,-38,-66,2015-05-02T11:20:26.819941,510
UNLOAD_SHIP,-173,54,2015-04-03T01:22:32.548539,511
NOISE,12,86,2015-04-03T05:29:49.548539,511
NOISE,100,18,2015-04-05T08:18:21.548539,511
LOAD_TRAIN,122,15,2015-04-05T19:16:09.654807,511
NOISE,22,-102,2015-04-06T19:19:44.654807,511
DEPART_TRAIN,-31,-127,2015-04-06T23:58:30.402687,511
NOISE,102,-78,2015-04-07T11:10:34.402687,511
UNLOAD_SHIP,-265,36,2015-02-12T06:29:01.689655,512
LOAD_TRAIN,76,-49,2015-02-15T01:40:32.677464,512
DEPART_TRAIN,31,-83,2015-02-16T05:06:32.812504,512
UNLOAD_SHIP,-149,50,2015-07-02T15:55:04.913152,513
NOISE,57,57,2015-07-03T20:32:23.913152,513
LOAD_TRAIN,131,-33,2015-07-05T21:26:54.007388,513
NOISE,24,-51,2015-07-05T21:32:27.007388,513
NOISE,28,1,2015-07-05T21:58:27.007388,513
DEPART_TRAIN,3,109,2015-07-06T21:27:59.983367,513
NOISE,110,43,2015-07-07T02:35:19.983367,513
NOISE,112,-50,2015-07-07T06:08:00.983367,513
UNLOAD_SHIP,-229,38,2015-01-06T05:30:06.049076,514
NOISE,33,86,2015-01-06T20:21:49.049076,514
NOISE,36,-33,2015-01-08T13:55:51.049076,514
LOAD_TRAIN,101,34,2015-01-09T12:32:22.288373,514
DEPART_TRAIN,10,127,2015-01-10T16:28:59.237851,514
UNLOAD_SHIP,-163,-61,2015-04-16T22:31:35.473637,515
LOAD_TRAIN,90,25,2015-04-19T23:22:48.432184,515
NOISE,13,-43,2015-04-20T15:02:11.432184,515
DEPART_TRAIN,27,-133,2015-04-21T01:21:33.273801,515
NOISE,42,71,2015-04-21T04:26:22.273801,515
UNLOAD_SHIP,-239,-32,2015-04-04T11:10:34.301843,516
NOISE,26,-76,2015-04-05T17:50:35.301843,516
LOAD_TRAIN,81,-46,2015-04-07T07:47:35.721244,516
NOISE,11,-95,2015-04-07T13:48:23.721244,516
DEPART_TRAIN,20,117,2015-04-08T10:14:57.469106,516
NOISE,10,35,2015-04-08T11:34:17.469106,516
UNLOAD_SHIP,-147,40,2015-07-11T05:53:59.947689,517
LOAD_TRAIN,134,48,2015-07-14T01:35:08.032360,517
NOISE,64,-104,2015-07-14T18:11:28.032360,517
DEPART_TRAIN,-16,-87,2015-07-15T02:18:55.698963,517
NOISE,3,68,2015-07-16T06:04:42.698963,517
NOISE,8,-3,2015-02-10T17:31:35.089619,518
UNLOAD_SHIP,-277,-49,2015-02-12T01:55:34.891318,518
NOISE,40,79,2015-02-12T18:14:24.891318,518
LOAD_TRAIN,124,4,2015-02-15T05:19:11.015608,518
DEPART_TRAIN,-16,-70,2015-02-16T01:42:00.119321,518
NOISE,45,-44,2015-08-28T20:59:08.135684,519
UNLOAD_SHIP,-182,46,2015-08-31T01:26:09.790254,519
LOAD_TRAIN,95,-20,2015-09-02T18:43:34.374065,519
DEPART_TRAIN,-7,111,2015-09-03T16:25:36.196344,519
UNLOAD_SHIP,-132,-17,2015-04-11T15:23:59.908002,520
LOAD_TRAIN,119,-4,2015-04-14T11:15:33.816153,520
NOISE,94,-66,2015-04-14T12:29:33.816153,520
DEPART_TRAIN,-35,55,2015-04-15T16:32:56.097624,520
NOISE,70,-113,2015-04-16T08:01:10.097624,520
UNLOAD_SHIP,-295,30,2015-01-28T08:40:20.215288,521
LOAD_TRAIN,61,-14,2015-01-31T12:01:37.336284,521
NOISE,93,21,2015-02-01T14:44:22.336284,521
DEPART_TRAIN,-35,97,2015-02-01T15:28:35.636277,521
NOISE,27,116,2015-02-01T20:39:29.636277,521
NOISE,105,-68,2015-01-09T08:09:53.337144,522
UNLOAD_SHIP,-267,43,2015-01-10T17:12:07.000704,522
NOISE,87,-52,2015-01-11T02:53:51.000704,522
LOAD_TRAIN,98,-47,2015-01-13T19:14:58.079861,522
DEPART_TRAIN,-23,-125,2015-01-14T20:12:43.676701,522
UNLOAD_SHIP,-242,-42,2015-01-04T13:35:42.272274,523
LOAD_TRAIN,108,-43,2015-01-07T13:52:52.185090,523
NOISE,87,-2,2015-01-07T14:50:39.185090,523
NOISE,44,34,2015-01-07T21:05:37.185090,523
DEPART_TRAIN,-18,-60,2015-01-08T15:41:59.074891,523
NOISE,38,-51,2015-01-09T02:08:13.074891,523
NOISE,87,-61,2015-01-09T02:51:34.074891,523
NOISE,19,37,2015-08-02T14:34:10.197004,524
UNLOAD_SHIP,-272,-14,2015-08-03T21:35:25.436663,524
LOAD_TRAIN,102,42,2015-08-06T19:51:45.854887,524
DEPART_TRAIN,9,-136,2015-08-07T15:05:28.030527,524
UNLOAD_SHIP,-274,39,2015-06-10T02:55:47.532539,525
LOAD_TRAIN,94,48,2015-06-13T00:49:17.593070,525
DEPART_TRAIN,-33,-72,2015-06-14T04:21:10.152775,525
UNLOAD_SHIP,-182,-23,2015-04-30T21:26:47.081117,526
LOAD_TRAIN,118,2,2015-05-04T01:05:43.085074,526
NOISE,15,30,2015-05-04T10:48:15.085074,526
DEPART_TRAIN,-32,-141,2015-05-05T06:01:12.488482,526
NOISE,12,-113,2015-05-05T11:39:44.488482,526
NOISE,98,65,2015-09-02T01:58:13.985708,527
NOISE,34,94,2015-09-03T20:30:09.985708,527
UNLOAD_SHIP,-193,4,2015-09-04T07:05:35.483610,527
NOISE,86,-75,2015-09-04T10:47:24.483610,527
LOAD_TRAIN,102,6,2015-09-07T06:15:41.232273,527
DEPART_TRAIN,32,62,2015-09-08T09:04:40.434636,527
UNLOAD_SHIP,-182,-47,2015-02-24T21:53:42.569304,528
LOAD_TRAIN,120,-31,2015-02-28T03:17:39.398129,528
NOISE,23,72,2015-02-28T08:09:17.398129,528
DEPART_TRAIN,19,-114,2015-03-01T00:00:29.294263,528
NOISE,15,-40,2015-03-01T00:19:47.294263,528
UNLOAD_SHIP,-234,-15,2015-07-22T14:48:22.645249,529
LOAD_TRAIN,115,13,2015-07-25T14:27:16.093355,529
NOISE,32,58,2015-07-25T19:23:06.093355,529
NOISE,14,-118,2015-07-25T22:18:17.093355,529
NOISE,20,-116,2015-07-26T08:25:28.093355,529
DEPART_TRAIN,18,96,2015-07-26T20:23:07.426193,529
NOISE,3,-120,2015-07-27T01:56:04.426193,529
NOISE,40,-44,2015-07-27T07:02:11.426193,529
NOISE,49,-93,2015-07-27T09:01:38.426193,529
NOISE,10,103,2015-01-25T08:48:49.250329,530
UNLOAD_SHIP,-149,42,2015-01-27T17:16:15.645042,530
NOISE,78,23,2015-01-28T10:46:51.645042,530
LOAD_TRAIN,110,-35,2015-01-30T15:57:12.496414,530
DEPART_TRAIN,15,60,2015-01-31T12:41:42.637006,530
UNLOAD_SHIP,-188,-60,2015-07-31T00:35:23.512104,531
LOAD_TRAIN,93,-6,2015-08-03T03:02:42.418121,531
NOISE,117,-27,2015-08-03T04:26:14.418121,531
DEPART_TRAIN,27,144,2015-08-04T04:39:24.246276,531
NOISE,2,-40,2015-08-04T18:01:36.246276,531
UNLOAD_SHIP,-292,29,2015-02-09T15:24:43.823152,532
NOISE,0,75,2015-02-12T01:06:21.823152,532
LOAD_TRAIN,107,-40,2015-02-12T18:46:49.433255,532
NOISE,31,-118,2015-02-13T04:39:35.433255,532
DEPART_TRAIN,28,-104,2015-02-13T23:23:29.552632,532
NOISE,21,27,2015-02-14T04:58:34.552632,532
UNLOAD_SHIP,-190,22,2015-04-12T14:59:09.634740,533
LOAD_TRAIN,85,-40,2015-04-15T12:10:23.266130,533
DEPART_TRAIN,35,-124,2015-04-16T08:20:43.075016,533
NOISE,28,4,2015-08-07T04:30:41.022993,534
UNLOAD_SHIP,-237,30,2015-08-09T08:34:37.574911,534
LOAD_TRAIN,108,34,2015-08-12T02:42:33.850193,534
DEPART_TRAIN,27,89,2015-08-13T04:01:37.708967,534
NOISE,41,-114,2015-02-05T19:29:25.073458,535
NOISE,91,31,2015-02-06T09:49:48.073458,535
UNLOAD_SHIP,-186,58,2015-02-06T11:47:28.766542,535
LOAD_TRAIN,85,-11,2015-02-09T08:35:59.432422,535
DEPART_TRAIN,-2,-135,2015-02-10T03:07:09.770750,535
UNLOAD_SHIP,-181,-9,2015-04-06T14:22:56.378946,536
LOAD_TRAIN,133,-46,2015-04-09T18:30:20.472692,536
NOISE,7,51,2015-04-10T18:59:48.472692,536
DEPART_TRAIN,-25,86,2015-04-11T01:11:09.822898,536
NOISE,27,74,2015-04-11T08:17:41.822898,536
UNLOAD_SHIP,-226,-39,2015-05-14T02:43:51.401534,537
NOISE,97,28,2015-05-16T00:30:12.401534,537
LOAD_TRAIN,83,8,2015-05-16T21:36:58.242666,537
DEPART_TRAIN,-19,-101,2015-05-17T14:52:31.597162,537
UNLOAD_SHIP,-171,8,2015-08-02T22:14:19.036226,538
NOISE,4,-38,2015-08-03T07:53:25.036226,538
NOISE,21,110,2015-08-04T21:13:34.036226,538
LOAD_TRAIN,124,4,2015-08-05T18:44:23.974824,538
DEPART_TRAIN,-33,-93,2015-08-07T00:53:01.342756,538
NOISE,21,46,2015-03-13T11:13:00.826846,539
UNLOAD_SHIP,-154,-63,2015-03-13T17:08:46.773367,539
LOAD_TRAIN,73,-5,2015-03-16T19:53:48.391765,539
NOISE,65,-52,2015-03-17T01:51:54.391765,539
DEPART_TRAIN,26,77,2015-03-17T12:48:09.614272,539
NOISE,11,-13,2015-03-17T14:08:26.614272,539
UNLOAD_SHIP,-149,21,2015-02-04T06:31:25.188375,540
LOAD_TRAIN,114,45,2015-02-07T12:18:09.310017,540
NOISE,99,-61,2015-02-07T12:34:17.310017,540
NOISE,44,112,2015-02-07T18:29:35.310017,540
DEPART_TRAIN,-40,-58,2015-02-08T07:48:22.465045,540
NOISE,67,-110,2015-02-09T11:42:33.465045,540
NOISE,102,-89,2015-02-09T16:13:20.465045,540
UNLOAD_SHIP,-169,-64,2015-07-14T03:23:45.313885,541
NOISE,7,25,2015-07-14T06:11:06.313885,541
NOISE,53,72,2015-07-15T18:02:00.313885,541
LOAD_TRAIN,138,44,2015-07-17T02:37:35.820910,541
DEPART_TRAIN,15,138,2015-07-17T23:51:27.018587,541
UNLOAD_SHIP,-304,55,2015-03-20T16:56:40.313531,542
NOISE,39,109,2015-03-20T22:59:32.313531,542
LOAD_TRAIN,98,-1,2015-03-23T09:58:41.533317,542
NOISE,22,-79,2015-03-24T07:31:41.533317,542
DEPART_TRAIN,-27,-131,2015-03-24T16:39:17.976406,542
NOISE,83,50,2015-03-24T22:04:03.976406,542
NOISE,17,-115,2015-02-14T12:27:52.841381,543
UNLOAD_SHIP,-274,1,2015-02-14T23:26:36.006413,543
LOAD_TRAIN,73,-22,2015-02-17T23:33:27.352319,543
NOISE,79,39,2015-02-18T21:32:06.352319,543
DEPART_TRAIN,-10,135,2015-02-18T22:51:34.773160,543
NOISE,103,-110,2015-02-18T22:52:56.773160,543
NOISE,2,45,2015-06-11T09:00:03.684257,544
UNLOAD_SHIP,-238,18,2015-06-13T08:38:35.201559,544
LOAD_TRAIN,89,12,2015-06-16T09:43:13.579537,544
DEPART_TRAIN,3,-80,2015-06-17T11:50:02.839999,544
UNLOAD_SHIP,-274,-30,2015-06-23T12:43:08.023772,545
LOAD_TRAIN,69,35,2015-06-26T10:55:12.803029,545
DEPART_TRAIN,-21,-144,2015-06-27T14:25:58.977230,545
NOISE,6,-114,2015-07-29T02:43:52.908202,546
NOISE,112,119,2015-07-30T03:13:29.908202,546
UNLOAD_SHIP,-195,36,2015-07-30T08:54:13.225831,546
LOAD_TRAIN,72,9,2015-08-02T02:03:11.164801,546
NOISE,99,74,2015-08-02T10:34:40.164801,546
DEPART_TRAIN,21,-140,2015-08-03T04:54:39.942371,546
NOISE,16,-62,2015-08-03T09:19:43.942371,546
NOISE,102,-36,2015-03-29T19:29:59.022114,547
UNLOAD_SHIP,-230,-54,2015-03-30T11:31:56.855749,547
LOAD_TRAIN,140,30,2015-04-02T04:20:00.933747,547
DEPART_TRAIN,12,-110,2015-04-03T05:03:26.371537,547
NOISE,53,68,2015-04-22T20:27:15.160791,548
UNLOAD_SHIP,-262,57,2015-04-25T03:53:37.649276,548
LOAD_TRAIN,86,-24,2015-04-28T00:01:05.020850,548
DEPART_TRAIN,-4,78,2015-04-29T06:45:22.077022,548
NOISE,41,0,2015-07-12T06:55:53.646023,549
UNLOAD_SHIP,-212,65,2015-07-12T20:45:46.619453,549
NOISE,77,71,2015-07-14T02:39:23.619453,549
LOAD_TRAIN,136,42,2015-07-15T18:04:31.286064,549
NOISE,51,-49,2015-07-16T17:05:20.286064,549
DEPART_TRAIN,-6,59,2015-07-17T00:20:27.413193,549
NOISE,56,-60,2015-07-17T07:05:13.413193,549
UNLOAD_SHIP,-173,58,2015-09-26T03:49:35.065355,550
LOAD_TRAIN,84,-7,2015-09-29T01:58:52.206247,550
DEPART_TRAIN,-34,-111,2015-09-29T20:46:15.791281,550
NOISE,100,74,2015-08-03T15:20:30.521169,551
UNLOAD_SHIP,-189,-40,2015-08-04T12:14:40.372794,551
NOISE,114,14,2015-08-05T21:39:03.372794,551
LOAD_TRAIN,62,39,2015-08-07T05:38:43.631233,551
DEPART_TRAIN,19,-94,2015-08-08T00:14:11.198533,551
UNLOAD_SHIP,-277,-59,2015-11-10T17:48:14.930366,552
LOAD_TRAIN,126,49,2015-11-13T16:04:23.907285,552
NOISE,18,61,2015-11-13T20:33:22.907285,552
DEPART_TRAIN,10,-81,2015-11-14T21:18:08.712525,552
NOISE,36,-36,2015-11-14T21:50:17.712525,552
UNLOAD_SHIP,-211,-32,2015-08-09T20:10:21.942612,553
LOAD_TRAIN,91,36,2015-08-12T23:47:04.218819,553
DEPART_TRAIN,13,56,2015-08-13T19:13:58.111729,553
NOISE,105,90,2015-12-08T10:38:41.316017,554
UNLOAD_SHIP,-252,-41,2015-12-08T20:53:28.650624,554
LOAD_TRAIN,101,-26,2015-12-11T18:41:26.012447,554
